,Alabama-apple-driving,Alabama-apple-walking,Alaska-apple-driving,Alaska-apple-walking,Arizona-apple-driving,Arizona-apple-walking,Arkansas-apple-driving,Arkansas-apple-walking,California-apple-driving,California-apple-walking,Colorado-apple-driving,Colorado-apple-walking,Connecticut-apple-driving,Connecticut-apple-walking,Delaware-apple-driving,Delaware-apple-walking,Florida-apple-driving,Florida-apple-walking,Georgia-apple-driving,Georgia-apple-walking,Hawaii-apple-driving,Hawaii-apple-walking,Idaho-apple-driving,Idaho-apple-walking,Illinois-apple-driving,Illinois-apple-walking,Indiana-apple-driving,Indiana-apple-walking,Iowa-apple-driving,Iowa-apple-walking,Kansas-apple-driving,Kansas-apple-walking,Kentucky-apple-driving,Kentucky-apple-walking,Louisiana-apple-driving,Louisiana-apple-walking,Maine-apple-driving,Maine-apple-walking,Maryland-apple-driving,Maryland-apple-walking,Massachusetts-apple-driving,Massachusetts-apple-walking,Michigan-apple-driving,Michigan-apple-walking,Minnesota-apple-driving,Minnesota-apple-walking,Mississippi-apple-driving,Mississippi-apple-walking,Missouri-apple-driving,Missouri-apple-walking,Montana-apple-driving,Montana-apple-walking,Nebraska-apple-driving,Nebraska-apple-walking,Nevada-apple-driving,Nevada-apple-walking,New Hampshire-apple-driving,New Hampshire-apple-walking,New Jersey-apple-driving,New Jersey-apple-walking,New Mexico-apple-driving,New Mexico-apple-walking,New York-apple-driving,New York-apple-walking,North Carolina-apple-driving,North Carolina-apple-walking,North Dakota-apple-driving,North Dakota-apple-walking,Ohio-apple-driving,Ohio-apple-walking,Oklahoma-apple-driving,Oklahoma-apple-walking,Oregon-apple-driving,Oregon-apple-walking,Pennsylvania-apple-driving,Pennsylvania-apple-walking,Rhode Island-apple-driving,Rhode Island-apple-walking,South Carolina-apple-driving,South Carolina-apple-walking,South Dakota-apple-driving,South Dakota-apple-walking,Tennessee-apple-driving,Tennessee-apple-walking,Texas-apple-driving,Texas-apple-walking,Utah-apple-driving,Utah-apple-walking,Vermont-apple-driving,Vermont-apple-walking,Virginia-apple-driving,Virginia-apple-walking,Washington-apple-driving,Washington-apple-walking,West Virginia-apple-driving,West Virginia-apple-walking,Wisconsin-apple-driving,Wisconsin-apple-walking,Wyoming-apple-driving,Wyoming-apple-walking
2021-07-04,138.86,140.73,190.71,262.73,97.99,115.58,147.57,163.76,115.02,152.92,139.82,208.2,133.18,162.2,169.77,248.83,115.64,167.1,136.35,184.09,116.13,157.8,197.69,251.11,141.62,253.29,143.11,122.24,155.67,166.67,127.93,162.44,139.59,173.88,104.93,70.0,220.13,373.43,140.65,192.49,120.15,188.69,145.72,184.71,127.8,201.17,139.92,162.92,136.74,211.0,290.97,341.85,151.67,150.8,162.59,275.94,167.55,240.59,149.96,262.77,148.51,200.24,145.06,149.25,140.14,193.0,131.65,150.87,139.1,176.19,130.24,133.61,139.78,172.75,133.91,152.62,157.42,281.44,159.35,230.98,294.3,299.32,144.7,221.67,122.84,165.36,138.43,169.51,181.17,217.72,142.72,180.32,156.28,190.27,148.55,119.49,173.69,278.48,326.69,409.42
2021-07-05,161.34,145.94,199.31,262.23,110.31,113.89,161.67,154.64,127.16,131.99,146.94,163.93,153.81,168.72,206.02,223.58,120.4,134.11,143.1,160.68,135.09,165.03,242.86,242.75,143.04,199.94,159.78,110.84,174.06,154.87,145.16,163.14,165.1,178.86,112.0,52.83,268.83,408.16,138.8,161.22,136.99,164.55,165.7,169.96,147.29,177.86,159.23,182.78,148.93,177.62,355.72,341.98,172.44,139.78,179.94,227.41,203.28,254.62,163.57,214.47,163.34,193.21,140.96,121.66,151.52,170.88,157.09,160.3,142.91,149.06,144.06,126.3,165.25,172.74,140.92,122.59,169.43,252.86,178.5,208.11,319.84,269.12,155.52,174.26,128.91,144.16,181.69,216.8,201.59,182.63,152.99,145.28,179.98,179.94,176.47,123.09,207.51,227.65,384.37,399.23
2021-07-06,165.95,171.6,223.99,284.14,122.66,133.28,173.6,191.42,135.25,137.27,159.9,180.79,167.23,178.91,191.48,241.58,121.18,137.7,160.71,176.01,140.17,166.53,258.12,268.43,164.31,208.53,174.56,131.46,188.3,191.72,168.19,209.76,176.04,205.24,129.02,58.53,265.67,413.49,149.78,179.12,153.67,166.31,172.92,193.67,150.33,201.14,166.18,212.41,160.44,205.42,372.66,427.55,189.11,178.17,175.06,215.68,203.07,243.11,163.68,207.07,171.35,222.76,152.13,122.01,167.4,194.63,187.49,205.45,166.88,174.72,161.96,161.07,176.66,187.97,157.48,137.23,178.44,225.11,188.62,222.81,312.81,324.33,170.66,191.8,143.91,164.98,197.71,231.9,190.7,211.73,157.94,158.79,193.13,198.88,176.54,143.25,193.44,249.05,366.71,452.15
2021-07-07,166.08,172.12,225.36,284.43,123.78,131.61,177.4,193.44,139.43,141.34,166.52,186.93,176.68,188.24,187.59,234.54,123.48,142.55,158.43,172.72,144.73,167.04,255.89,271.72,165.89,206.44,176.56,133.59,190.84,188.07,173.31,216.17,176.97,206.46,130.28,57.86,261.75,405.17,153.41,180.36,160.28,176.55,177.36,189.5,164.02,222.91,163.98,209.85,165.76,206.09,366.57,407.74,190.82,180.58,172.85,210.63,189.19,240.95,167.86,214.99,176.59,227.35,161.69,133.27,167.3,193.67,194.65,240.54,166.48,172.22,164.37,158.75,176.89,192.96,163.22,141.64,190.66,236.74,183.38,210.32,321.87,327.5,172.02,193.06,147.44,170.52,201.05,233.97,193.22,198.82,160.58,158.75,193.17,205.51,179.36,137.08,189.23,232.77,366.31,439.23
2021-07-08,182.12,190.46,236.13,301.82,128.94,136.87,185.95,202.8,143.0,145.17,174.56,194.94,170.05,175.32,189.79,238.26,143.16,159.31,171.79,193.17,143.11,169.81,264.12,287.16,176.22,227.71,185.26,132.99,205.02,202.25,182.62,229.39,184.5,213.3,137.06,63.56,260.49,411.62,153.6,179.69,163.4,180.36,183.85,200.57,173.85,242.79,180.5,222.07,173.57,214.1,385.43,416.99,204.33,198.12,181.68,226.29,190.22,246.21,168.57,200.63,184.76,238.64,161.56,123.75,154.17,179.97,204.26,237.17,173.64,183.76,174.03,170.04,186.69,201.72,164.93,141.43,182.95,227.49,184.64,215.66,340.59,361.4,183.45,219.65,154.11,177.29,210.94,241.3,195.44,199.93,154.78,150.7,201.73,213.47,188.81,141.35,209.65,279.98,387.76,459.74
2021-07-09,208.48,221.3,263.34,315.25,142.29,149.89,211.9,226.98,161.41,167.84,193.38,233.23,183.18,202.48,237.08,274.52,159.81,186.01,192.58,223.95,149.11,176.64,287.35,313.89,202.41,301.57,220.05,168.92,230.8,232.46,204.63,266.53,215.94,255.74,154.73,79.22,263.44,403.25,183.41,219.84,162.22,188.45,211.9,253.12,195.87,284.05,206.49,254.16,194.9,254.62,409.74,464.48,239.02,236.01,199.57,272.3,205.06,256.09,186.64,240.38,204.68,267.89,177.27,155.4,197.81,240.59,229.02,267.53,199.21,233.31,194.99,196.97,211.73,233.14,193.0,178.68,180.71,258.14,219.67,257.5,382.14,405.02,202.41,256.82,170.93,204.71,228.19,264.57,224.93,247.86,191.64,195.17,233.47,249.76,219.44,176.61,240.52,327.16,410.31,490.83
2021-07-10,224.26,215.75,247.91,314.96,133.04,141.86,195.44,211.53,154.89,179.12,180.41,245.41,195.57,221.02,248.13,281.54,150.18,187.08,189.39,236.85,149.02,178.1,264.85,312.16,186.97,298.15,193.88,156.7,219.28,240.23,184.67,243.9,191.28,235.36,144.48,85.78,302.56,518.13,185.33,243.73,177.72,253.99,200.04,252.52,184.97,289.59,206.4,250.2,172.34,243.38,381.85,428.1,217.82,228.28,188.88,299.89,229.1,302.83,194.24,274.57,200.39,260.06,181.69,180.02,196.84,259.57,199.64,255.12,187.73,230.17,175.17,180.8,190.84,234.22,187.24,191.88,203.32,321.18,226.89,277.93,356.01,394.91,193.32,271.2,166.21,223.45,216.05,263.61,231.64,256.06,194.69,206.07,219.39,257.91,215.61,163.96,230.32,348.82,394.28,491.26
2021-07-11,151.79,139.21,204.52,254.95,103.85,105.23,145.71,136.3,126.49,139.5,150.42,193.25,151.69,162.91,186.63,208.63,116.71,137.65,140.63,162.33,130.98,164.46,210.22,203.09,142.31,191.77,151.97,105.39,180.31,156.4,142.95,157.91,152.1,161.18,107.07,54.8,259.79,402.64,141.38,170.02,140.33,177.87,147.81,152.58,152.99,201.46,144.31,154.98,141.82,169.32,347.6,338.48,183.57,157.34,157.78,216.13,199.08,232.73,149.41,194.07,161.27,189.37,140.16,130.38,146.29,167.1,168.34,174.46,136.46,144.18,134.93,121.54,165.98,184.65,143.05,126.27,167.63,238.75,165.22,192.85,322.37,296.37,145.92,167.87,126.21,149.04,147.66,161.16,198.73,177.06,149.68,146.44,182.03,196.41,171.17,111.06,191.9,264.06,373.42,371.47
2021-07-12,166.39,177.29,231.34,290.27,123.65,124.56,168.26,181.34,133.25,135.32,163.62,197.42,157.75,173.73,182.9,229.04,135.13,150.8,153.86,172.27,139.44,167.8,245.99,260.97,155.43,194.06,167.62,125.83,186.51,180.84,163.8,202.98,165.99,193.25,124.84,57.23,251.81,400.1,148.09,174.21,145.24,156.01,167.64,185.17,162.26,222.75,161.48,204.23,155.44,194.55,359.22,411.18,191.64,187.0,168.28,209.17,175.95,215.88,154.6,195.47,169.82,214.73,146.77,121.03,165.46,190.12,192.25,234.4,157.39,166.97,158.96,157.51,176.39,189.47,153.73,131.51,165.32,216.12,186.46,218.47,317.31,329.03,166.97,191.36,142.91,163.37,196.35,229.63,191.19,189.08,156.93,158.22,191.51,198.69,172.49,137.97,187.43,242.13,357.35,432.15
2021-07-13,166.42,183.05,231.18,296.47,124.01,125.13,171.02,191.37,134.69,136.88,164.47,195.0,166.15,179.22,182.51,244.78,141.99,151.5,158.28,180.29,140.89,166.92,240.61,266.89,160.07,199.56,173.37,128.13,187.34,191.23,167.22,206.61,167.86,198.13,130.18,57.34,253.37,404.68,152.54,178.8,158.93,181.6,171.28,186.91,167.34,227.09,164.2,211.42,157.56,200.49,350.48,400.02,192.1,192.72,166.58,204.63,182.01,234.53,159.46,203.17,167.81,221.02,152.89,133.82,167.53,195.68,197.17,225.54,163.65,172.71,161.2,164.69,176.47,192.79,158.48,138.29,176.9,232.36,186.94,218.48,310.33,336.61,168.63,191.96,146.31,169.25,192.04,222.21,189.0,184.03,157.28,158.77,191.44,198.95,168.93,142.95,191.87,249.4,348.03,434.58
2021-07-14,175.34,191.57,234.74,292.77,125.57,128.41,173.56,192.51,139.14,141.43,168.85,183.43,173.25,187.6,192.46,236.25,141.76,155.01,165.34,185.14,144.07,169.6,246.25,271.75,168.63,208.6,182.55,135.6,188.21,183.52,171.12,210.15,177.36,219.6,134.62,58.8,254.29,405.56,155.26,181.08,164.76,187.52,182.3,203.36,160.86,206.92,170.14,221.45,161.37,202.84,364.25,414.73,191.48,182.0,170.37,208.12,187.26,241.37,164.5,205.6,173.76,220.86,157.93,135.61,170.74,196.84,206.45,254.16,171.68,184.06,164.2,165.5,185.96,198.57,165.71,144.89,185.3,238.44,192.14,222.07,316.17,331.7,174.69,202.63,150.24,171.9,198.79,235.15,193.32,193.81,161.76,162.6,197.32,203.85,174.24,141.56,191.42,272.55,366.28,482.64
2021-07-15,185.18,201.23,247.54,314.49,131.52,133.27,186.73,204.28,145.98,148.11,179.52,206.63,189.36,201.67,202.13,252.2,148.99,168.15,179.14,207.0,145.52,173.81,258.97,278.02,170.85,211.73,188.75,138.96,204.25,200.53,176.14,217.21,187.22,217.31,139.28,65.09,271.18,422.59,163.24,189.9,180.61,200.54,186.41,213.82,182.74,252.06,180.16,230.13,168.43,206.22,389.73,452.82,205.38,205.31,178.87,222.68,205.26,259.23,175.9,217.31,180.47,237.83,173.14,148.71,180.77,211.9,215.0,292.08,180.98,196.18,173.64,171.75,192.82,208.4,172.92,152.02,202.26,260.6,204.14,235.85,345.12,377.66,188.18,222.3,158.43,182.83,206.61,240.65,205.0,204.85,170.01,170.74,207.93,214.45,195.49,150.85,209.67,277.75,388.38,469.42
2021-07-16,212.49,222.03,271.16,341.97,142.63,156.17,205.92,227.07,164.13,170.99,198.52,254.02,217.76,243.14,239.41,281.34,163.87,193.56,205.6,246.31,153.78,187.3,283.27,319.35,196.32,269.96,209.58,153.71,240.29,248.75,207.0,260.6,214.23,252.89,159.35,81.85,303.47,485.67,188.4,223.48,194.07,222.02,201.19,229.05,203.57,289.68,207.69,255.75,199.4,274.03,427.53,493.04,241.24,246.34,196.41,267.18,236.36,306.34,196.01,257.66,204.92,262.53,187.26,170.78,206.16,257.65,242.66,345.33,196.08,218.82,195.17,203.05,218.33,240.75,194.59,184.66,223.48,317.95,229.9,270.26,397.48,448.24,209.55,275.08,180.18,219.53,229.46,276.55,234.22,245.32,198.35,205.51,229.12,245.29,227.84,178.1,248.52,338.8,416.34,524.61
2021-07-17,227.75,216.21,255.1,348.66,135.32,162.24,186.48,205.5,159.45,185.87,188.22,259.85,195.19,224.62,242.94,283.78,155.93,196.76,207.98,279.68,151.14,187.54,261.87,311.89,195.5,325.61,199.88,168.26,226.4,255.89,193.01,256.95,199.41,258.49,149.0,89.83,303.2,532.98,180.28,224.49,174.09,226.6,201.96,286.72,186.6,330.97,205.0,249.21,191.24,293.36,391.89,465.62,230.6,249.08,183.85,285.9,229.11,313.58,189.58,253.84,199.44,268.87,170.08,162.4,203.03,272.89,210.04,296.66,185.95,238.09,176.88,188.87,196.82,255.39,178.12,183.87,210.94,345.77,230.43,292.75,383.25,466.52,195.62,288.35,173.11,235.05,231.45,309.39,224.38,243.27,196.07,211.02,225.55,266.9,213.3,159.21,242.66,426.39,404.49,516.33
2021-07-18,155.04,147.55,217.18,284.52,106.06,113.05,149.99,138.88,128.99,142.18,157.66,190.67,159.08,167.2,194.2,218.41,121.56,144.37,149.13,174.62,133.18,168.35,209.1,211.85,155.13,223.76,160.68,110.58,183.64,154.89,149.41,174.34,160.0,165.67,111.42,59.11,255.56,387.18,145.94,173.88,135.19,161.26,164.15,186.36,156.13,219.02,147.47,161.09,153.68,192.2,357.33,363.03,180.57,153.78,158.7,222.59,194.02,221.08,154.52,200.58,160.77,198.59,144.77,136.18,147.91,171.65,177.87,204.67,152.62,164.2,136.45,122.85,171.49,190.42,147.12,133.95,164.5,241.16,166.84,193.37,334.23,297.44,149.63,175.82,133.59,160.71,156.48,172.48,198.39,184.77,153.49,149.8,188.88,203.53,178.92,122.66,199.26,250.41,386.33,386.4
2021-07-19,163.26,171.49,236.36,296.72,123.64,128.69,167.13,187.43,135.52,137.91,163.67,187.78,164.72,178.33,183.29,230.74,137.6,155.24,157.48,174.15,142.36,171.02,242.89,265.38,160.27,202.27,170.41,125.11,188.67,181.45,164.74,209.26,168.74,195.23,124.69,56.12,256.11,415.25,148.55,176.66,155.78,175.35,175.11,195.21,161.8,220.05,161.09,199.47,159.61,209.05,379.79,418.62,188.76,181.33,170.93,219.28,184.89,237.31,162.05,205.98,171.53,222.75,152.02,132.71,159.23,184.04,198.52,262.68,164.04,177.59,158.68,159.62,177.52,192.29,157.31,138.48,171.79,229.01,183.36,209.79,326.9,346.53,167.86,192.01,144.77,168.2,192.56,226.09,197.3,191.92,154.44,154.53,192.2,203.97,176.06,139.92,191.91,255.07,365.03,435.95
2021-07-20,166.66,179.31,232.51,294.45,124.75,129.4,170.47,190.87,137.07,138.23,167.18,191.15,171.46,182.44,181.28,228.1,140.02,154.94,158.55,174.35,141.14,168.82,242.0,266.63,164.64,205.03,174.06,129.02,191.0,188.0,167.89,213.34,171.27,201.67,124.63,55.48,255.61,417.77,152.8,179.23,164.82,183.38,176.97,198.39,168.96,229.41,158.15,201.8,160.35,209.75,357.69,412.69,192.07,182.65,168.85,208.85,191.41,233.49,165.04,207.29,170.22,221.32,156.51,134.49,166.51,195.3,201.99,257.05,168.91,182.48,160.69,160.39,176.52,189.32,160.73,140.67,191.71,242.39,181.44,211.85,318.13,343.9,170.4,195.0,147.73,171.11,195.57,228.51,190.82,187.01,157.3,158.85,191.26,198.47,172.16,141.69,221.72,462.73,362.72,436.08
2021-07-21,172.13,183.95,228.87,283.91,125.07,127.17,171.06,187.57,139.5,140.55,173.92,189.4,166.28,180.44,180.96,225.1,142.64,161.11,164.92,180.48,143.76,168.97,250.57,274.95,166.13,208.62,178.15,132.35,193.57,186.77,172.91,211.2,176.32,197.27,130.6,60.31,261.2,430.26,153.27,177.14,162.39,184.1,181.5,204.86,171.01,229.94,164.91,215.93,162.72,208.58,357.31,415.25,195.46,178.91,174.15,214.0,191.81,248.73,160.9,199.13,175.17,221.87,155.14,131.52,171.37,198.98,204.23,255.12,171.07,187.99,162.43,163.13,180.33,199.68,168.26,143.09,180.67,229.24,190.55,220.39,324.5,350.12,172.48,198.48,150.69,170.78,200.51,230.99,196.63,191.45,159.98,159.56,195.87,203.25,174.33,136.67,197.46,259.7,380.7,468.14
2021-07-22,183.95,190.62,237.1,293.42,128.73,128.48,180.34,194.52,143.79,144.48,181.25,203.34,184.37,197.02,195.6,231.64,151.66,180.64,175.91,206.57,144.17,168.92,262.64,291.18,174.75,228.48,189.14,142.91,205.54,199.15,180.06,220.15,186.76,210.82,137.67,67.97,277.13,441.32,160.61,188.6,180.97,217.22,187.32,210.16,179.36,245.08,177.43,225.93,172.46,225.19,371.61,428.77,206.0,193.17,179.5,227.7,206.64,267.33,172.57,217.32,180.75,227.04,167.35,147.58,177.75,206.43,212.07,251.17,179.03,194.04,171.11,169.44,190.28,203.41,172.99,153.11,196.77,262.6,202.21,230.05,335.63,366.52,186.64,216.75,156.22,180.16,210.57,239.72,205.93,205.15,169.37,166.53,205.94,218.05,188.43,145.7,208.47,307.8,398.05,459.83
2021-07-23,212.36,217.87,254.54,311.26,136.47,140.63,206.01,227.61,160.8,167.92,199.48,237.33,207.57,225.55,236.52,273.0,166.34,209.08,195.42,227.53,151.18,177.22,281.59,321.49,197.84,283.06,218.75,170.78,241.44,251.27,200.95,249.43,211.83,247.6,154.52,85.7,304.52,490.93,183.77,221.91,195.39,249.35,201.85,232.61,198.34,286.43,203.78,250.25,196.68,267.37,395.33,462.23,235.28,229.2,194.71,263.56,240.71,295.92,196.08,255.85,204.09,261.49,186.86,173.16,202.89,250.01,228.11,290.03,196.38,229.66,192.14,199.16,211.09,234.75,191.28,182.56,220.29,309.7,224.34,267.42,379.92,431.45,205.42,266.14,177.72,219.17,221.83,270.91,234.08,242.78,192.18,197.19,236.78,254.91,215.43,166.81,241.05,325.27,463.43,593.01
2021-07-24,221.28,216.49,237.11,315.68,129.18,148.62,193.55,220.27,153.71,178.89,179.22,239.32,203.57,235.75,243.21,280.18,155.9,206.19,192.37,255.12,150.2,178.16,259.89,305.66,189.09,310.86,202.71,172.31,228.1,276.46,185.98,239.92,203.21,250.12,143.62,91.68,317.97,531.66,181.54,237.58,188.52,273.96,190.83,234.83,185.25,301.73,206.16,251.6,185.21,265.1,365.64,420.41,223.39,231.97,181.63,277.99,247.81,332.97,198.85,278.93,200.83,273.61,183.92,187.63,199.17,268.93,205.11,273.07,188.31,238.03,177.19,192.34,191.49,242.86,182.59,191.78,222.99,355.12,227.83,293.48,370.6,421.13,196.44,282.79,169.33,230.08,197.02,257.32,232.81,262.91,192.3,207.32,219.42,267.79,216.29,165.61,230.3,356.01,458.95,676.25
2021-07-25,152.44,139.31,206.07,259.69,102.14,105.12,147.43,135.07,127.18,137.49,153.18,176.65,152.07,155.98,194.02,209.24,123.92,155.16,144.79,163.62,131.23,166.24,209.92,204.68,151.55,225.99,158.6,109.15,183.55,157.43,139.97,157.16,157.28,159.89,107.14,58.24,278.25,410.05,142.87,164.73,141.7,174.14,163.87,180.05,154.31,200.27,145.89,163.32,144.13,163.01,334.63,326.94,171.57,138.99,154.76,214.43,205.56,226.26,152.78,194.18,164.3,197.32,143.6,130.47,149.09,170.66,168.3,167.08,146.01,156.68,137.26,118.25,166.73,185.38,144.47,127.99,156.23,207.72,168.56,200.6,327.79,283.35,150.92,176.28,129.78,148.91,147.38,158.28,204.75,176.81,150.56,144.22,186.1,205.36,171.22,119.16,199.4,249.7,441.46,478.25
2021-07-26,165.65,172.99,235.16,307.57,124.02,127.75,165.58,182.31,130.86,133.38,161.78,183.04,165.02,177.56,184.65,224.57,138.32,159.19,158.26,174.41,145.26,167.52,238.29,260.38,158.44,207.61,169.59,124.18,186.36,189.36,159.28,199.94,165.91,190.43,125.28,57.09,263.69,416.11,147.01,169.28,157.78,184.27,171.7,189.3,157.73,213.61,163.71,204.18,153.47,191.49,351.16,384.63,183.81,170.19,166.08,214.08,191.68,240.14,158.57,204.04,168.82,222.69,151.63,127.21,163.11,184.61,187.22,226.23,160.13,170.21,157.4,154.94,172.95,187.28,154.37,134.71,184.04,232.2,183.72,213.96,321.61,348.99,164.51,188.24,143.51,163.7,191.58,216.65,195.16,194.48,151.91,149.2,188.21,203.0,171.54,136.29,192.79,253.83,397.73,482.47
2021-07-27,164.18,170.72,234.14,285.37,123.84,128.01,166.24,185.94,133.64,138.92,162.73,184.21,167.83,177.77,177.05,224.57,137.68,153.26,160.12,179.25,140.56,165.63,230.74,259.74,162.68,212.37,172.48,126.49,186.24,187.47,161.3,201.33,167.24,191.77,125.56,55.39,260.87,411.77,149.51,177.15,162.02,183.86,172.9,193.21,162.15,220.25,161.82,207.08,155.82,191.94,339.54,389.05,185.96,174.13,179.49,205.65,187.41,233.39,160.87,203.97,167.71,221.36,152.54,129.67,165.68,194.88,192.12,226.14,163.52,174.77,159.92,159.44,171.01,182.37,156.59,137.05,188.53,226.58,184.13,215.6,314.52,321.66,168.11,191.12,145.35,166.13,187.91,221.54,191.23,185.93,156.6,157.77,189.86,203.09,169.17,136.91,192.75,258.61,373.16,469.25
2021-07-28,171.06,179.6,237.31,286.47,126.19,130.32,169.17,184.22,136.96,140.79,166.43,187.45,170.51,181.84,182.43,224.63,137.32,151.36,164.77,184.08,141.51,163.96,236.37,257.23,171.69,239.41,175.7,126.59,192.2,194.23,164.04,203.91,171.98,195.97,128.08,56.94,268.85,445.82,151.38,177.43,166.81,201.43,176.88,194.37,159.73,213.97,163.49,206.53,155.9,190.61,345.14,399.13,190.17,177.36,170.25,200.3,194.73,246.18,161.2,201.03,174.08,222.52,156.04,134.93,168.44,197.44,195.7,229.55,165.94,181.84,160.99,158.6,176.95,189.32,164.09,141.49,179.86,233.73,187.78,216.35,318.07,346.5,170.78,193.74,147.23,166.46,193.23,222.98,199.97,209.76,157.62,158.21,195.39,204.54,169.71,134.72,194.6,256.06,384.7,502.73
2021-07-29,181.36,185.97,240.89,289.08,128.8,132.02,178.91,191.9,141.89,145.22,173.91,196.74,169.02,173.53,185.83,228.01,142.13,157.23,169.62,192.05,140.21,165.26,246.79,271.77,180.59,297.35,179.73,128.75,197.99,197.96,171.66,214.34,176.39,199.86,134.73,61.84,267.92,409.1,155.45,178.24,167.97,193.06,182.07,202.21,173.3,229.38,173.96,218.5,164.54,203.57,357.92,413.31,197.21,177.5,167.1,207.4,197.89,242.64,156.84,190.29,178.36,226.82,153.02,124.1,174.93,204.41,206.88,240.75,169.38,176.84,168.85,163.7,184.76,193.11,159.51,137.25,184.06,239.35,197.22,225.09,334.15,341.59,178.92,210.2,155.21,179.57,202.18,239.82,202.33,198.28,167.0,161.38,203.77,218.09,179.31,130.92,206.9,272.07,402.7,540.09
2021-07-30,210.05,220.51,253.08,307.95,143.84,154.55,204.0,221.38,160.22,167.47,196.59,227.07,205.32,223.16,229.76,266.71,161.59,185.16,193.39,228.17,151.65,174.02,270.18,307.39,202.06,345.15,208.46,158.1,226.8,233.79,198.64,245.39,208.71,241.34,151.46,79.0,300.97,509.19,181.98,219.43,190.17,227.69,205.98,244.44,194.15,271.77,209.06,265.57,190.74,254.57,387.11,444.34,228.03,217.51,184.95,254.2,235.8,305.62,191.14,250.15,202.38,266.51,185.71,172.24,200.19,245.05,229.83,295.99,195.46,222.36,193.48,197.08,200.43,217.98,190.13,181.24,222.16,308.94,220.15,256.27,371.18,385.06,206.83,272.23,176.24,209.07,220.46,263.08,234.82,243.49,194.9,195.64,225.88,248.11,213.39,167.27,241.89,348.33,434.15,529.77
2021-07-31,213.0,214.34,245.2,315.57,136.25,157.63,190.41,212.5,154.52,181.16,171.83,221.63,199.39,222.72,243.82,281.06,150.67,188.9,188.75,245.54,148.16,176.1,248.7,290.85,191.52,365.67,193.56,158.42,218.62,244.25,182.93,232.1,195.8,240.04,140.79,83.83,314.45,553.11,179.52,230.27,180.77,240.95,195.65,255.03,178.78,266.52,206.46,251.52,172.9,253.53,364.25,414.48,219.45,229.61,175.47,274.31,245.12,329.79,193.11,277.83,201.33,254.28,181.12,185.89,197.69,265.14,199.04,258.64,185.09,235.11,175.09,191.14,181.92,221.07,182.12,194.99,214.89,343.6,220.1,270.97,354.93,387.83,203.13,309.16,165.44,221.5,213.27,264.51,235.71,262.42,193.19,204.83,203.91,242.91,210.22,153.7,227.97,346.34,436.68,604.9
2021-08-01,150.99,143.39,207.54,272.86,106.46,111.11,140.63,138.33,126.94,141.76,149.67,177.18,157.84,160.03,176.32,191.1,117.24,135.89,142.52,163.61,129.94,160.91,197.63,201.11,152.44,259.82,153.13,109.07,183.01,165.11,142.14,162.74,156.1,159.12,103.26,52.58,281.83,422.89,132.19,153.94,144.06,177.74,158.22,172.7,150.07,199.81,145.86,166.14,142.85,176.4,330.7,317.36,174.09,146.66,157.32,238.95,211.02,246.01,146.04,184.54,159.31,195.04,140.49,125.94,146.5,167.61,166.81,168.1,140.67,148.73,132.58,116.73,164.7,178.47,137.02,120.43,172.14,243.04,165.27,190.51,311.98,305.34,150.68,185.4,125.21,142.07,143.07,153.95,199.49,162.72,143.81,139.16,174.21,190.22,167.85,113.47,196.18,244.45,406.71,394.97
2021-08-02,162.92,172.57,239.79,313.26,123.84,130.55,160.36,176.58,132.81,137.08,162.74,182.58,160.44,178.64,177.59,217.36,133.38,146.7,156.05,174.68,137.74,163.01,232.85,251.22,157.49,217.64,165.83,130.07,184.05,189.21,161.22,207.03,164.36,195.97,116.0,51.13,260.04,432.93,144.53,175.63,154.9,179.91,168.42,192.55,156.35,217.54,155.55,199.19,149.85,191.74,341.1,391.11,182.6,168.68,168.33,204.57,189.01,252.13,156.73,204.21,166.3,217.95,149.86,132.07,163.53,191.27,185.15,230.24,158.94,175.15,155.59,158.17,168.82,183.67,152.45,136.86,178.76,244.12,180.28,208.49,305.36,326.18,164.9,190.15,139.86,160.28,185.25,216.47,197.79,201.31,153.18,158.83,184.51,194.18,168.55,134.15,188.29,246.73,359.88,417.14
2021-08-03,164.55,183.12,232.18,297.26,125.21,131.56,163.3,181.85,134.14,138.42,163.04,189.38,162.44,175.74,174.19,227.1,131.26,143.39,155.5,172.04,140.15,165.31,236.08,246.04,159.37,208.71,168.93,133.83,185.76,197.5,163.33,208.59,167.28,198.78,119.09,50.94,261.61,423.92,145.17,176.22,160.12,192.73,172.82,198.68,158.78,223.54,160.41,214.57,154.04,204.64,331.4,373.06,183.91,174.1,161.82,188.59,190.41,245.58,157.36,205.32,166.27,216.43,152.18,134.41,157.12,183.97,185.67,223.31,163.63,179.2,157.14,160.95,169.09,181.79,154.06,139.53,178.95,238.62,176.93,206.96,298.83,333.69,169.51,198.14,143.78,166.68,190.91,224.53,198.36,202.88,151.54,155.62,186.08,195.67,167.37,133.63,188.48,249.44,349.42,421.54
